Frequency,Asset,Model,Value,What
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.608, 0: 0.392}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,0.5030465849246353,F1 VALIDATION
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.56, 0: 0.44}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,0.5019008324701562,F1 VALIDATION
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,0.5150682358388371,F1 VALIDATION
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,0.49674155034677214,F1 VALIDATION
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,"{0: 0.528, 1: 0.472}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,0.507378837333498,F1 VALIDATION
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.536, 0: 0.464}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,0.5230566250885513,F1 VALIDATION
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO REAL VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.616, 0: 0.384}",DESBALANCEO PREDICCIÓN VAL
4h,BNBUSDT_4h,GradientBoostingClassifier,0.5066179826563213,FINAL TEST
4h,BNBUSDT_4h,GradientBoostingClassifier,0.5058566664267377,F1 FINAL TEST
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.5152898219990871, 0: 0.4847101780009128}",DESBALANCEO REAL
4h,BNBUSDT_4h,GradientBoostingClassifier,"{1: 0.5239616613418531, 0: 0.476038338658147}",DESBALANCEO PREDICCIÓN
4h,SOLUSDT_4h,GradientBoostingClassifier,0.49741208915293467,F1 VALIDATION
4h,SOLUSDT_4h,GradientBoostingClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,"{0: 0.568, 1: 0.432}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,0.5203765548059007,F1 VALIDATION
4h,SOLUSDT_4h,GradientBoostingClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,"{0: 0.576, 1: 0.424}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,0.4921080619268853,F1 VALIDATION
4h,SOLUSDT_4h,GradientBoostingClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,"{0: 0.56, 1: 0.44}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,0.507195878160815,F1 VALIDATION
4h,SOLUSDT_4h,GradientBoostingClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,"{0: 0.576, 1: 0.424}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,0.4877055917217369,F1 VALIDATION
4h,SOLUSDT_4h,GradientBoostingClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,0.4987573340204638,F1 VALIDATION
4h,SOLUSDT_4h,GradientBoostingClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,"{0: 0.592, 1: 0.408}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,0.5248791121267329,F1 VALIDATION
4h,SOLUSDT_4h,GradientBoostingClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,"{0: 0.592, 1: 0.408}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,0.5067494973693367,F1 VALIDATION
4h,SOLUSDT_4h,GradientBoostingClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,"{0: 0.56, 1: 0.44}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,0.5229232931345874,F1 VALIDATION
4h,SOLUSDT_4h,GradientBoostingClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,"{0: 0.584, 1: 0.416}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,0.5068796695097784,F1 VALIDATION
4h,SOLUSDT_4h,GradientBoostingClassifier,"{1: 0.584, 0: 0.416}",DESBALANCEO REAL VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,"{0: 0.568, 1: 0.432}",DESBALANCEO PREDICCIÓN VAL
4h,SOLUSDT_4h,GradientBoostingClassifier,0.4984025559105431,FINAL TEST
4h,SOLUSDT_4h,GradientBoostingClassifier,0.4965193072696954,F1 FINAL TEST
4h,SOLUSDT_4h,GradientBoostingClassifier,"{1: 0.5134641716111364, 0: 0.48653582838886356}",DESBALANCEO REAL
4h,SOLUSDT_4h,GradientBoostingClassifier,"{0: 0.5746234596074852, 1: 0.4253765403925148}",DESBALANCEO PREDICCIÓN
4h,ADAUSDT_4h,GradientBoostingClassifier,0.47500908073540493,F1 VALIDATION
4h,ADAUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,"{0: 0.552, 1: 0.448}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,0.5163852215042357,F1 VALIDATION
4h,ADAUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,"{0: 0.592, 1: 0.408}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,0.49402715783800205,F1 VALIDATION
4h,ADAUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,"{0: 0.584, 1: 0.416}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,0.49995052378890537,F1 VALIDATION
4h,ADAUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,"{0: 0.552, 1: 0.448}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,0.52197449557646,F1 VALIDATION
4h,ADAUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,"{0: 0.568, 1: 0.432}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,0.523991204296219,F1 VALIDATION
4h,ADAUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,"{0: 0.576, 1: 0.424}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,0.5087048432320568,F1 VALIDATION
4h,ADAUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,"{0: 0.568, 1: 0.432}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,0.5165084783260561,F1 VALIDATION
4h,ADAUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,"{0: 0.584, 1: 0.416}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,0.47991285619484536,F1 VALIDATION
4h,ADAUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,"{0: 0.544, 1: 0.456}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,0.4995016372298592,F1 VALIDATION
4h,ADAUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,"{0: 0.512, 1: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,ADAUSDT_4h,GradientBoostingClassifier,0.5102692834322228,FINAL TEST
4h,ADAUSDT_4h,GradientBoostingClassifier,0.510089259274927,F1 FINAL TEST
4h,ADAUSDT_4h,GradientBoostingClassifier,"{1: 0.5020538566864445, 0: 0.49794614331355547}",DESBALANCEO REAL
4h,ADAUSDT_4h,GradientBoostingClassifier,"{1: 0.5171154723870379, 0: 0.48288452761296213}",DESBALANCEO PREDICCIÓN
4h,TRXUSDT_4h,GradientBoostingClassifier,0.4943368026011815,F1 VALIDATION
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,0.49309853082824306,F1 VALIDATION
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,"{0: 0.512, 1: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,0.48717435016739685,F1 VALIDATION
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.52, 0: 0.48}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,0.4887191517228917,F1 VALIDATION
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.576, 0: 0.424}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,0.49917037502158623,F1 VALIDATION
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.536, 0: 0.464}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,0.5016285511802463,F1 VALIDATION
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,0.49847080624148277,F1 VALIDATION
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.576, 0: 0.424}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,0.5085485942108935,F1 VALIDATION
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,"{0: 0.512, 1: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,0.48756044377356245,F1 VALIDATION
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,0.5005856832224121,F1 VALIDATION
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.568, 0: 0.432}",DESBALANCEO REAL VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.536, 0: 0.464}",DESBALANCEO PREDICCIÓN VAL
4h,TRXUSDT_4h,GradientBoostingClassifier,0.5061615700593336,FINAL TEST
4h,TRXUSDT_4h,GradientBoostingClassifier,0.4966619107068545,F1 FINAL TEST
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.5385668644454586, 0: 0.4614331355545413}",DESBALANCEO REAL
4h,TRXUSDT_4h,GradientBoostingClassifier,"{1: 0.5988133272478321, 0: 0.40118667275216796}",DESBALANCEO PREDICCIÓN
4h,LINKUSDT_4h,GradientBoostingClassifier,0.48159864973115196,F1 VALIDATION
4h,LINKUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,"{1: 0.736, 0: 0.264}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,0.4736746466453347,F1 VALIDATION
4h,LINKUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,"{1: 0.6, 0: 0.4}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,0.5302531764976802,F1 VALIDATION
4h,LINKUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,"{1: 0.656, 0: 0.344}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,0.5063233488469969,F1 VALIDATION
4h,LINKUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,"{1: 0.6, 0: 0.4}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,0.5100976389595022,F1 VALIDATION
4h,LINKUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,"{1: 0.552, 0: 0.448}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,0.49858771103035515,F1 VALIDATION
4h,LINKUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,"{1: 0.576, 0: 0.424}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,0.48557814557744605,F1 VALIDATION
4h,LINKUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,"{1: 0.712, 0: 0.288}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,0.5026226393341455,F1 VALIDATION
4h,LINKUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,0.49977813077560995,F1 VALIDATION
4h,LINKUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,0.48767637898979005,F1 VALIDATION
4h,LINKUSDT_4h,GradientBoostingClassifier,"{0: 0.504, 1: 0.496}",DESBALANCEO REAL VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,LINKUSDT_4h,GradientBoostingClassifier,0.5111821086261981,FINAL TEST
4h,LINKUSDT_4h,GradientBoostingClassifier,0.5111491144977133,F1 FINAL TEST
4h,LINKUSDT_4h,GradientBoostingClassifier,"{1: 0.5029666818804199, 0: 0.4970333181195801}",DESBALANCEO REAL
4h,LINKUSDT_4h,GradientBoostingClassifier,"{1: 0.5052487448653583, 0: 0.49475125513464174}",DESBALANCEO PREDICCIÓN
4h,AVAXUSDT_4h,GradientBoostingClassifier,0.4975188775860058,F1 VALIDATION
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,0.4813065269829771,F1 VALIDATION
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.608, 0: 0.392}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,0.49226542541226526,F1 VALIDATION
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.592, 0: 0.408}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,0.47681318771310527,F1 VALIDATION
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,0.4752536247557207,F1 VALIDATION
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.528, 0: 0.472}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,0.49863618139255356,F1 VALIDATION
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.512, 0: 0.488}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,0.49514081104011004,F1 VALIDATION
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.544, 0: 0.456}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,0.4770282189495297,F1 VALIDATION
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.536, 0: 0.464}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,0.4728093665224396,F1 VALIDATION
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,0.4843121378969711,F1 VALIDATION
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.504, 0: 0.496}",DESBALANCEO REAL VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.536, 0: 0.464}",DESBALANCEO PREDICCIÓN VAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,0.5111821086261981,FINAL TEST
4h,AVAXUSDT_4h,GradientBoostingClassifier,0.5110778156778986,F1 FINAL TEST
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{0: 0.5193975353719763, 1: 0.48060246462802375}",DESBALANCEO REAL
4h,AVAXUSDT_4h,GradientBoostingClassifier,"{1: 0.5047923322683706, 0: 0.4952076677316294}",DESBALANCEO PREDICCIÓN
1d,BTCUSDT_1d,MLPClassifier,0.4220292254601231,F1 VALIDATION
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,BTCUSDT_1d,MLPClassifier,"{0: 0.8641975308641975, 1: 0.13580246913580246}",DESBALANCEO PREDICCIÓN VAL
1d,BTCUSDT_1d,MLPClassifier,0.4876514346831562,F1 VALIDATION
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.8395061728395061, 0: 0.16049382716049382}",DESBALANCEO PREDICCIÓN VAL
1d,BTCUSDT_1d,MLPClassifier,0.4908103628864575,F1 VALIDATION
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.5185185185185185, 0: 0.48148148148148145}",DESBALANCEO PREDICCIÓN VAL
1d,BTCUSDT_1d,MLPClassifier,0.34991088532625725,F1 VALIDATION
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,BTCUSDT_1d,MLPClassifier,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
1d,BTCUSDT_1d,MLPClassifier,0.3297392626030686,F1 VALIDATION
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,BTCUSDT_1d,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
1d,BTCUSDT_1d,MLPClassifier,0.33276052276718976,F1 VALIDATION
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,BTCUSDT_1d,MLPClassifier,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
1d,BTCUSDT_1d,MLPClassifier,0.41379098973225004,F1 VALIDATION
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,BTCUSDT_1d,MLPClassifier,"{0: 0.8271604938271605, 1: 0.1728395061728395}",DESBALANCEO PREDICCIÓN VAL
1d,BTCUSDT_1d,MLPClassifier,0.39350359455405515,F1 VALIDATION
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,BTCUSDT_1d,MLPClassifier,{0: 1.0},DESBALANCEO PREDICCIÓN VAL
1d,BTCUSDT_1d,MLPClassifier,0.42174644273261863,F1 VALIDATION
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.6790123456790124, 0: 0.32098765432098764}",DESBALANCEO PREDICCIÓN VAL
1d,BTCUSDT_1d,MLPClassifier,0.3598417073819894,F1 VALIDATION
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.6049382716049383, 0: 0.3950617283950617}",DESBALANCEO REAL VAL
1d,BTCUSDT_1d,MLPClassifier,"{0: 0.8148148148148148, 1: 0.18518518518518517}",DESBALANCEO PREDICCIÓN VAL
1d,BTCUSDT_1d,MLPClassifier,0.4808743169398907,FINAL TEST
1d,BTCUSDT_1d,MLPClassifier,0.4645002310180194,F1 FINAL TEST
1d,BTCUSDT_1d,MLPClassifier,"{1: 0.5218579234972678, 0: 0.4781420765027322}",DESBALANCEO REAL
1d,BTCUSDT_1d,MLPClassifier,"{0: 0.6967213114754098, 1: 0.30327868852459017}",DESBALANCEO PREDICCIÓN
1d,ETHUSDT_1d,MLPClassifier,0.4061933135323095,F1 VALIDATION
1d,ETHUSDT_1d,MLPClassifier,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
1d,ETHUSDT_1d,MLPClassifier,"{1: 0.9629629629629629, 0: 0.037037037037037035}",DESBALANCEO PREDICCIÓN VAL
1d,ETHUSDT_1d,MLPClassifier,0.40547464221537466,F1 VALIDATION
1d,ETHUSDT_1d,MLPClassifier,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
1d,ETHUSDT_1d,MLPClassifier,"{1: 0.5802469135802469, 0: 0.41975308641975306}",DESBALANCEO PREDICCIÓN VAL
1d,ETHUSDT_1d,MLPClassifier,0.4436912810122098,F1 VALIDATION
1d,ETHUSDT_1d,MLPClassifier,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
1d,ETHUSDT_1d,MLPClassifier,"{0: 0.6172839506172839, 1: 0.38271604938271603}",DESBALANCEO PREDICCIÓN VAL
1d,ETHUSDT_1d,MLPClassifier,0.3793638792937845,F1 VALIDATION
1d,ETHUSDT_1d,MLPClassifier,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
1d,ETHUSDT_1d,MLPClassifier,"{1: 0.9382716049382716, 0: 0.06172839506172839}",DESBALANCEO PREDICCIÓN VAL
1d,ETHUSDT_1d,MLPClassifier,0.3323672606674336,F1 VALIDATION
1d,ETHUSDT_1d,MLPClassifier,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
1d,ETHUSDT_1d,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
1d,ETHUSDT_1d,MLPClassifier,0.3323672606674336,F1 VALIDATION
1d,ETHUSDT_1d,MLPClassifier,"{1: 0.6172839506172839, 0: 0.38271604938271603}",DESBALANCEO REAL VAL
1d,ETHUSDT_1d,MLPClassifier,{1: 1.0},DESBALANCEO PREDICCIÓN VAL
1d,ETHUSDT_1d,MLPClassifier,0.4032081272641701,F1 VALIDATION
